op name, kernel name, exec duration (ms), global size, local size, output size
__fattn__-8,flash_attn_f32_q4_0_head_q1,0.358144,64x32x0,64x1x0,128x32x1x1
attn_out-8,kernel_gemv_noshuffle,0.153088,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-8,kernel_add_row,0.002048,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-8,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-8,kernel_gemv_noshuffle,0.549120,7168x4x1,64x4x1,14336x1x1x1
ffn_up-8,kernel_gemv_noshuffle,0.569856,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-8,kernel_swiglu,0.012032,512x1x1,512x1x1,14336x1x1x1
ffn_out-8,kernel_gemv_noshuffle,0.531968,2048x4x1,64x4x1,4096x1x1x1
l_out-8,kernel_add_row,0.001792,1024x0x0,64x0x0,4096x1x1x1
attn_norm-9,kernel_rms_norm_mul,0.006144,1024x1x1,1024x1x1,4096x1x1x1
Qcur-9,kernel_gemv_noshuffle,0.161024,2048x4x1,64x4x1,4096x1x1x1
Qcur-9,kernel_rope_norm_f32,0.003072,2048x1x1,64x1x1,128x32x1x1
Vcur-9,kernel_gemv_noshuffle,0.066048,512x4x1,64x4x1,1024x1x1x1
Kcur-9,kernel_gemv_noshuffle,0.065024,512x4x1,64x4x1,1024x1x1x1
Kcur-9,kernel_rope_norm_f32,0.002816,512x1x1,64x1x1,128x8x1x1
cache_k_l9 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
cache_v_l9 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
__fattn__-9,flash_attn_f32_q4_0_head_q1,0.359936,64x32x0,64x1x0,128x32x1x1
attn_out-9,kernel_gemv_noshuffle,0.161024,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-9,kernel_add_row,0.002048,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-9,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-9,kernel_gemv_noshuffle,0.563968,7168x4x1,64x4x1,14336x1x1x1
ffn_up-9,kernel_gemv_noshuffle,0.555008,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-9,kernel_swiglu,0.012032,512x1x1,512x1x1,14336x1x1x1
ffn_out-9,kernel_gemv_noshuffle,0.537856,2048x4x1,64x4x1,4096x1x1x1
l_out-9,kernel_add_row,0.004096,1024x0x0,64x0x0,4096x1x1x1
attn_norm-10,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
Qcur-10,kernel_gemv_noshuffle,0.156928,2048x4x1,64x4x1,4096x1x1x1
Qcur-10,kernel_rope_norm_f32,0.003072,2048x1x1,64x1x1,128x32x1x1
Vcur-10,kernel_gemv_noshuffle,0.061952,512x4x1,64x4x1,1024x1x1x1
Kcur-10,kernel_gemv_noshuffle,0.061184,512x4x1,64x4x1,1024x1x1x1
Kcur-10,kernel_rope_norm_f32,0.003072,512x1x1,64x1x1,128x8x1x1
cache_k_l10 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
cache_v_l10 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
__fattn__-10,flash_attn_f32_q4_0_head_q1,0.358912,64x32x0,64x1x0,128x32x1x1
attn_out-10,kernel_gemv_noshuffle,0.156928,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-10,kernel_add_row,0.002048,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-10,kernel_rms_norm_mul,0.006144,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-10,kernel_gemv_noshuffle,0.560896,7168x4x1,64x4x1,14336x1x1x1
ffn_up-10,kernel_gemv_noshuffle,0.576768,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-10,kernel_swiglu,0.012032,512x1x1,512x1x1,14336x1x1x1
ffn_out-10,kernel_gemv_noshuffle,0.546048,2048x4x1,64x4x1,4096x1x1x1
l_out-10,kernel_add_row,0.003072,1024x0x0,64x0x0,4096x1x1x1
attn_norm-11,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
Qcur-11,kernel_gemv_noshuffle,0.158976,2048x4x1,64x4x1,4096x1x1x1
Qcur-11,kernel_rope_norm_f32,0.003072,2048x1x1,64x1x1,128x32x1x1
Vcur-11,kernel_gemv_noshuffle,0.062976,512x4x1,64x4x1,1024x1x1x1
Kcur-11,kernel_gemv_noshuffle,0.064000,512x4x1,64x4x1,1024x1x1x1
Kcur-11,kernel_rope_norm_f32,0.003072,512x1x1,64x1x1,128x8x1x1
cache_k_l11 (view),kernel_set_rows_q4_0_head_i64,0.020992,8x8x1,8x8x1,1024x4096x1x1
cache_v_l11 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
__fattn__-11,flash_attn_f32_q4_0_head_q1,0.356096,64x32x0,64x1x0,128x32x1x1
attn_out-11,kernel_gemv_noshuffle,0.160000,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-11,kernel_add_row,0.001792,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-11,kernel_rms_norm_mul,0.006144,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-11,kernel_gemv_noshuffle,0.593152,7168x4x1,64x4x1,14336x1x1x1
ffn_up-11,kernel_gemv_noshuffle,0.569856,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-11,kernel_swiglu,0.012032,512x1x1,512x1x1,14336x1x1x1
ffn_out-11,kernel_gemv_noshuffle,0.549888,2048x4x1,64x4x1,4096x1x1x1
l_out-11,kernel_add_row,0.003072,1024x0x0,64x0x0,4096x1x1x1
attn_norm-12,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
Qcur-12,kernel_gemv_noshuffle,0.160000,2048x4x1,64x4x1,4096x1x1x1
Qcur-12,kernel_rope_norm_f32,0.003072,2048x1x1,64x1x1,128x32x1x1
Vcur-12,kernel_gemv_noshuffle,0.064000,512x4x1,64x4x1,1024x1x1x1
Kcur-12,kernel_gemv_noshuffle,0.061952,512x4x1,64x4x1,1024x1x1x1
Kcur-12,kernel_rope_norm_f32,0.001792,512x1x1,64x1x1,128x8x1x1
cache_k_l12 (view),kernel_set_rows_q4_0_head_i64,0.020992,8x8x1,8x8x1,1024x4096x1x1
cache_v_l12 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
__fattn__-12,flash_attn_f32_q4_0_head_q1,0.357120,64x32x0,64x1x0,128x32x1x1
attn_out-12,kernel_gemv_noshuffle,0.158976,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-12,kernel_add_row,0.002048,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-12,kernel_rms_norm_mul,0.006144,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-12,kernel_gemv_noshuffle,0.574976,7168x4x1,64x4x1,14336x1x1x1
ffn_up-12,kernel_gemv_noshuffle,0.579840,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-12,kernel_swiglu,0.012032,512x1x1,512x1x1,14336x1x1x1
ffn_out-12,kernel_gemv_noshuffle,0.538880,2048x4x1,64x4x1,4096x1x1x1
l_out-12,kernel_add_row,0.003072,1024x0x0,64x0x0,4096x1x1x1
attn_norm-13,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
Qcur-13,kernel_gemv_noshuffle,0.157184,2048x4x1,64x4x1,4096x1x1x1
Qcur-13,kernel_rope_norm_f32,0.003072,2048x1x1,64x1x1,128x32x1x1
Vcur-13,kernel_gemv_noshuffle,0.061952,512x4x1,64x4x1,1024x1x1x1
Kcur-13,kernel_gemv_noshuffle,0.059904,512x4x1,64x4x1,1024x1x1x1
Kcur-13,kernel_rope_norm_f32,0.003072,512x1x1,64x1x1,128x8x1x1
cache_k_l13 (view),kernel_set_rows_q4_0_head_i64,0.020992,8x8x1,8x8x1,1024x4096x1x1
cache_v_l13 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
__fattn__-13,flash_attn_f32_q4_0_head_q1,0.357888,64x32x0,64x1x0,128x32x1x1
attn_out-13,kernel_gemv_noshuffle,0.155136,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-13,kernel_add_row,0.003072,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-13,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-13,kernel_gemv_noshuffle,0.552960,7168x4x1,64x4x1,14336x1x1x1
ffn_up-13,kernel_gemv_noshuffle,0.548096,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-13,kernel_swiglu,0.011008,512x1x1,512x1x1,14336x1x1x1
ffn_out-13,kernel_gemv_noshuffle,0.536064,2048x4x1,64x4x1,4096x1x1x1
l_out-13,kernel_add_row,0.002816,1024x0x0,64x0x0,4096x1x1x1
attn_norm-14,kernel_rms_norm_mul,0.006144,1024x1x1,1024x1x1,4096x1x1x1
Qcur-14,kernel_gemv_noshuffle,0.153088,2048x4x1,64x4x1,4096x1x1x1
Qcur-14,kernel_rope_norm_f32,0.002816,2048x1x1,64x1x1,128x32x1x1
Vcur-14,kernel_gemv_noshuffle,0.062208,512x4x1,64x4x1,1024x1x1x1
Kcur-14,kernel_gemv_noshuffle,0.061184,512x4x1,64x4x1,1024x1x1x1
Kcur-14,kernel_rope_norm_f32,0.002048,512x1x1,64x1x1,128x8x1x1
cache_k_l14 (view),kernel_set_rows_q4_0_head_i64,0.021248,8x8x1,8x8x1,1024x4096x1x1
cache_v_l14 (view),kernel_set_rows_q4_0_head_i64,0.020224,8x8x1,8x8x1,1024x4096x1x1
__fattn__-14,flash_attn_f32_q4_0_head_q1,0.358912,64x32x0,64x1x0,128x32x1x1
attn_out-14,kernel_gemv_noshuffle,0.158976,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-14,kernel_add_row,0.002048,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-14,kernel_rms_norm_mul,0.006144,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-14,kernel_gemv_noshuffle,0.560128,7168x4x1,64x4x1,14336x1x1x1
ffn_up-14,kernel_gemv_noshuffle,0.564992,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-14,kernel_swiglu,0.012032,512x1x1,512x1x1,14336x1x1x1
ffn_out-14,kernel_gemv_noshuffle,0.529920,2048x4x1,64x4x1,4096x1x1x1
l_out-14,kernel_add_row,0.002048,1024x0x0,64x0x0,4096x1x1x1
attn_norm-15,kernel_rms_norm_mul,0.006144,1024x1x1,1024x1x1,4096x1x1x1
Qcur-15,kernel_gemv_noshuffle,0.151808,2048x4x1,64x4x1,4096x1x1x1
Qcur-15,kernel_rope_norm_f32,0.003072,2048x1x1,64x1x1,128x32x1x1
Vcur-15,kernel_gemv_noshuffle,0.060928,512x4x1,64x4x1,1024x1x1x1
Kcur-15,kernel_gemv_noshuffle,0.061184,512x4x1,64x4x1,1024x1x1x1
Kcur-15,kernel_rope_norm_f32,0.002048,512x1x1,64x1x1,128x8x1x1
cache_k_l15 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
cache_v_l15 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
__fattn__-15,flash_attn_f32_q4_0_head_q1,0.356864,64x32x0,64x1x0,128x32x1x1
attn_out-15,kernel_gemv_noshuffle,0.152064,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-15,kernel_add_row,0.002048,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-15,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-15,kernel_gemv_noshuffle,0.567040,7168x4x1,64x4x1,14336x1x1x1
ffn_up-15,kernel_gemv_noshuffle,0.570112,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-15,kernel_swiglu,0.011776,512x1x1,512x1x1,14336x1x1x1
ffn_out-15,kernel_gemv_noshuffle,0.531968,2048x4x1,64x4x1,4096x1x1x1
l_out-15,kernel_add_row,0.003072,1024x0x0,64x0x0,4096x1x1x1
attn_norm-16,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
Qcur-16,kernel_gemv_noshuffle,0.151040,2048x4x1,64x4x1,4096x1x1x1
Qcur-16,kernel_rope_norm_f32,0.003072,2048x1x1,64x1x1,128x32x1x1
Vcur-16,kernel_gemv_noshuffle,0.060928,512x4x1,64x4x1,1024x1x1x1
Kcur-16,kernel_gemv_noshuffle,0.059904,512x4x1,64x4x1,1024x1x1x1
Kcur-16,kernel_rope_norm_f32,0.002048,512x1x1,64x1x1,128x8x1x1
cache_k_l16 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
cache_v_l16 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
__fattn__-16,flash_attn_f32_q4_0_head_q1,0.356864,64x32x0,64x1x0,128x32x1x1
attn_out-16,kernel_gemv_noshuffle,0.150016,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-16,kernel_add_row,0.002048,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-16,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-16,kernel_gemv_noshuffle,0.550144,7168x4x1,64x4x1,14336x1x1x1
ffn_up-16,kernel_gemv_noshuffle,0.553984,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-16,kernel_swiglu,0.011776,512x1x1,512x1x1,14336x1x1x1
ffn_out-16,kernel_gemv_noshuffle,0.513024,2048x4x1,64x4x1,4096x1x1x1
l_out-16,kernel_add_row,0.001792,1024x0x0,64x0x0,4096x1x1x1
attn_norm-17,kernel_rms_norm_mul,0.006144,1024x1x1,1024x1x1,4096x1x1x1
Qcur-17,kernel_gemv_noshuffle,0.150016,2048x4x1,64x4x1,4096x1x1x1
Qcur-17,kernel_rope_norm_f32,0.003072,2048x1x1,64x1x1,128x32x1x1
Vcur-17,kernel_gemv_noshuffle,0.062208,512x4x1,64x4x1,1024x1x1x1
Kcur-17,kernel_gemv_noshuffle,0.058880,512x4x1,64x4x1,1024x1x1x1
Kcur-17,kernel_rope_norm_f32,0.003072,512x1x1,64x1x1,128x8x1x1
cache_k_l17 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
cache_v_l17 (view),kernel_set_rows_q4_0_head_i64,0.020224,8x8x1,8x8x1,1024x4096x1x1
__fattn__-17,flash_attn_f32_q4_0_head_q1,0.358144,64x32x0,64x1x0,128x32x1x1
attn_out-17,kernel_gemv_noshuffle,0.148992,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-17,kernel_add_row,0.002048,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-17,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-17,kernel_gemv_noshuffle,0.562944,7168x4x1,64x4x1,14336x1x1x1
ffn_up-17,kernel_gemv_noshuffle,0.559104,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-17,kernel_swiglu,0.012032,512x1x1,512x1x1,14336x1x1x1
ffn_out-17,kernel_gemv_noshuffle,0.519168,2048x4x1,64x4x1,4096x1x1x1
l_out-17,kernel_add_row,0.002048,1024x0x0,64x0x0,4096x1x1x1
attn_norm-18,kernel_rms_norm_mul,0.006144,1024x1x1,1024x1x1,4096x1x1x1
Qcur-18,kernel_gemv_noshuffle,0.158976,2048x4x1,64x4x1,4096x1x1x1
Qcur-18,kernel_rope_norm_f32,0.002816,2048x1x1,64x1x1,128x32x1x1
Vcur-18,kernel_gemv_noshuffle,0.068096,512x4x1,64x4x1,1024x1x1x1
Kcur-18,kernel_gemv_noshuffle,0.062976,512x4x1,64x4x1,1024x1x1x1
Kcur-18,kernel_rope_norm_f32,0.002048,512x1x1,64x1x1,128x8x1x1
cache_k_l18 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
cache_v_l18 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
__fattn__-18,flash_attn_f32_q4_0_head_q1,0.356096,64x32x0,64x1x0,128x32x1x1
attn_out-18,kernel_gemv_noshuffle,0.160000,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-18,kernel_add_row,0.003072,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-18,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-18,kernel_gemv_noshuffle,0.580864,7168x4x1,64x4x1,14336x1x1x1
ffn_up-18,kernel_gemv_noshuffle,0.574976,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-18,kernel_swiglu,0.012032,512x1x1,512x1x1,14336x1x1x1
ffn_out-18,kernel_gemv_noshuffle,0.547072,2048x4x1,64x4x1,4096x1x1x1
l_out-18,kernel_add_row,0.001792,1024x0x0,64x0x0,4096x1x1x1
attn_norm-19,kernel_rms_norm_mul,0.006144,1024x1x1,1024x1x1,4096x1x1x1
Qcur-19,kernel_gemv_noshuffle,0.162048,2048x4x1,64x4x1,4096x1x1x1
Qcur-19,kernel_rope_norm_f32,0.004096,2048x1x1,64x1x1,128x32x1x1
Vcur-19,kernel_gemv_noshuffle,0.067072,512x4x1,64x4x1,1024x1x1x1
Kcur-19,kernel_gemv_noshuffle,0.062976,512x4x1,64x4x1,1024x1x1x1
Kcur-19,kernel_rope_norm_f32,0.002048,512x1x1,64x1x1,128x8x1x1
cache_k_l19 (view),kernel_set_rows_q4_0_head_i64,0.020992,8x8x1,8x8x1,1024x4096x1x1
cache_v_l19 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
__fattn__-19,flash_attn_f32_q4_0_head_q1,0.357888,64x32x0,64x1x0,128x32x1x1
attn_out-19,kernel_gemv_noshuffle,0.164096,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-19,kernel_add_row,0.003072,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-19,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-19,kernel_gemv_noshuffle,0.570880,7168x4x1,64x4x1,14336x1x1x1
ffn_up-19,kernel_gemv_noshuffle,0.568064,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-19,kernel_swiglu,0.012032,512x1x1,512x1x1,14336x1x1x1
ffn_out-19,kernel_gemv_noshuffle,0.546816,2048x4x1,64x4x1,4096x1x1x1
l_out-19,kernel_add_row,0.003072,1024x0x0,64x0x0,4096x1x1x1
attn_norm-20,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
Qcur-20,kernel_gemv_noshuffle,0.160000,2048x4x1,64x4x1,4096x1x1x1
Qcur-20,kernel_rope_norm_f32,0.003072,2048x1x1,64x1x1,128x32x1x1
Vcur-20,kernel_gemv_noshuffle,0.066048,512x4x1,64x4x1,1024x1x1x1
Kcur-20,kernel_gemv_noshuffle,0.061952,512x4x1,64x4x1,1024x1x1x1
Kcur-20,kernel_rope_norm_f32,0.003072,512x1x1,64x1x1,128x8x1x1
cache_k_l20 (view),kernel_set_rows_q4_0_head_i64,0.020992,8x8x1,8x8x1,1024x4096x1x1
cache_v_l20 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
__fattn__-20,flash_attn_f32_q4_0_head_q1,0.357120,64x32x0,64x1x0,128x32x1x1
attn_out-20,kernel_gemv_noshuffle,0.159744,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-20,kernel_add_row,0.003072,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-20,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-20,kernel_gemv_noshuffle,0.566016,7168x4x1,64x4x1,14336x1x1x1
ffn_up-20,kernel_gemv_noshuffle,0.572928,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-20,kernel_swiglu,0.012032,512x1x1,512x1x1,14336x1x1x1
ffn_out-20,kernel_gemv_noshuffle,0.544000,2048x4x1,64x4x1,4096x1x1x1
l_out-20,kernel_add_row,0.003072,1024x0x0,64x0x0,4096x1x1x1
attn_norm-21,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
Qcur-21,kernel_gemv_noshuffle,0.161024,2048x4x1,64x4x1,4096x1x1x1
Qcur-21,kernel_rope_norm_f32,0.002816,2048x1x1,64x1x1,128x32x1x1
Vcur-21,kernel_gemv_noshuffle,0.064000,512x4x1,64x4x1,1024x1x1x1
Kcur-21,kernel_gemv_noshuffle,0.061952,512x4x1,64x4x1,1024x1x1x1
Kcur-21,kernel_rope_norm_f32,0.002048,512x1x1,64x1x1,128x8x1x1
cache_k_l21 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
cache_v_l21 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
__fattn__-21,flash_attn_f32_q4_0_head_q1,0.357120,64x32x0,64x1x0,128x32x1x1
attn_out-21,kernel_gemv_noshuffle,0.160000,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-21,kernel_add_row,0.003072,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-21,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-21,kernel_gemv_noshuffle,0.568064,7168x4x1,64x4x1,14336x1x1x1
ffn_up-21,kernel_gemv_noshuffle,0.549888,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-21,kernel_swiglu,0.012032,512x1x1,512x1x1,14336x1x1x1
ffn_out-21,kernel_gemv_noshuffle,0.545024,2048x4x1,64x4x1,4096x1x1x1
l_out-21,kernel_add_row,0.003072,1024x0x0,64x0x0,4096x1x1x1
attn_norm-22,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
Qcur-22,kernel_gemv_noshuffle,0.162816,2048x4x1,64x4x1,4096x1x1x1
Qcur-22,kernel_rope_norm_f32,0.002048,2048x1x1,64x1x1,128x32x1x1
Vcur-22,kernel_gemv_noshuffle,0.061952,512x4x1,64x4x1,1024x1x1x1
Kcur-22,kernel_gemv_noshuffle,0.060928,512x4x1,64x4x1,1024x1x1x1
Kcur-22,kernel_rope_norm_f32,0.003072,512x1x1,64x1x1,128x8x1x1
cache_k_l22 (view),kernel_set_rows_q4_0_head_i64,0.020992,8x8x1,8x8x1,1024x4096x1x1
cache_v_l22 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
__fattn__-22,flash_attn_f32_q4_0_head_q1,0.358912,64x32x0,64x1x0,128x32x1x1
attn_out-22,kernel_gemv_noshuffle,0.154880,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-22,kernel_add_row,0.002048,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-22,kernel_rms_norm_mul,0.006144,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-22,kernel_gemv_noshuffle,0.574208,7168x4x1,64x4x1,14336x1x1x1
ffn_up-22,kernel_gemv_noshuffle,0.560896,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-22,kernel_swiglu,0.012032,512x1x1,512x1x1,14336x1x1x1
ffn_out-22,kernel_gemv_noshuffle,0.544000,2048x4x1,64x4x1,4096x1x1x1
l_out-22,kernel_add_row,0.001792,1024x0x0,64x0x0,4096x1x1x1
attn_norm-23,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
Qcur-23,kernel_gemv_noshuffle,0.161024,2048x4x1,64x4x1,4096x1x1x1
Qcur-23,kernel_rope_norm_f32,0.003072,2048x1x1,64x1x1,128x32x1x1
Vcur-23,kernel_gemv_noshuffle,0.062976,512x4x1,64x4x1,1024x1x1x1
Kcur-23,kernel_gemv_noshuffle,0.060928,512x4x1,64x4x1,1024x1x1x1
Kcur-23,kernel_rope_norm_f32,0.002048,512x1x1,64x1x1,128x8x1x1
cache_k_l23 (view),kernel_set_rows_q4_0_head_i64,0.020992,8x8x1,8x8x1,1024x4096x1x1
cache_v_l23 (view),kernel_set_rows_q4_0_head_i64,0.020992,8x8x1,8x8x1,1024x4096x1x1
__fattn__-23,flash_attn_f32_q4_0_head_q1,0.357120,64x32x0,64x1x0,128x32x1x1
attn_out-23,kernel_gemv_noshuffle,0.157952,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-23,kernel_add_row,0.002048,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-23,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-23,kernel_gemv_noshuffle,0.553984,7168x4x1,64x4x1,14336x1x1x1
ffn_up-23,kernel_gemv_noshuffle,0.557056,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-23,kernel_swiglu,0.012032,512x1x1,512x1x1,14336x1x1x1
ffn_out-23,kernel_gemv_noshuffle,0.542976,2048x4x1,64x4x1,4096x1x1x1
l_out-23,kernel_add_row,0.003072,1024x0x0,64x0x0,4096x1x1x1
attn_norm-24,kernel_rms_norm_mul,0.006144,1024x1x1,1024x1x1,4096x1x1x1
Qcur-24,kernel_gemv_noshuffle,0.161024,2048x4x1,64x4x1,4096x1x1x1
Qcur-24,kernel_rope_norm_f32,0.003072,2048x1x1,64x1x1,128x32x1x1
Vcur-24,kernel_gemv_noshuffle,0.064000,512x4x1,64x4x1,1024x1x1x1
Kcur-24,kernel_gemv_noshuffle,0.062976,512x4x1,64x4x1,1024x1x1x1
Kcur-24,kernel_rope_norm_f32,0.002048,512x1x1,64x1x1,128x8x1x1
cache_k_l24 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
cache_v_l24 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
__fattn__-24,flash_attn_f32_q4_0_head_q1,0.358144,64x32x0,64x1x0,128x32x1x1
attn_out-24,kernel_gemv_noshuffle,0.157952,2048x4x1,64x4x1,4096x1x1x1
ffn_inp-24,kernel_add_row,0.002048,1024x0x0,64x0x0,4096x1x1x1
ffn_norm-24,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
ffn_gate-24,kernel_gemv_noshuffle,0.568064,7168x4x1,64x4x1,14336x1x1x1
ffn_up-24,kernel_gemv_noshuffle,0.614912,7168x4x1,64x4x1,14336x1x1x1
ffn_swiglu-24,kernel_swiglu,0.014080,512x1x1,512x1x1,14336x1x1x1
ffn_out-24,kernel_gemv_noshuffle,0.553984,2048x4x1,64x4x1,4096x1x1x1
l_out-24,kernel_add_row,0.003072,1024x0x0,64x0x0,4096x1x1x1
attn_norm-25,kernel_rms_norm_mul,0.005888,1024x1x1,1024x1x1,4096x1x1x1
Qcur-25,kernel_gemv_noshuffle,0.156928,2048x4x1,64x4x1,4096x1x1x1
Qcur-25,kernel_rope_norm_f32,0.003072,2048x1x1,64x1x1,128x32x1x1
Vcur-25,kernel_gemv_noshuffle,0.060928,512x4x1,64x4x1,1024x1x1x1
Kcur-25,kernel_gemv_noshuffle,0.061184,512x4x1,64x4x1,1024x1x1x1
Kcur-25,kernel_rope_norm_f32,0.002048,512x1x1,64x1x1,128x8x1x1
cache_k_l25 (view),kernel_set_rows_q4_0_head_i64,0.019968,8x8x1,8x8x1,1024x4096x1x1
